"ID,""Alimento"",""Energia_kcal"",""Energia_kJ"",""Agua_g"",""Proteinas_g"",""Grasa_total_g"",""CHO_totales_g"",""CHO_disponibles_g"",""Fibra_g"",""Cenizas_g"",""Calcio_mg"",""Fosforo_mg"",""Zinc_mg"",""Hierro_mg"",""B_caroteno_equivalentes_ug"",""Vitamina_A_equivalentes_ug"",""Tiamina_mg"",""Riboflavina_mg"",""Niacina_mg"",""Vitamina_C_mg"",""Acido_Folico_ug"",""Sodio_mg"",""Potasio_mg"",""ID"""
"B_114,""Pacchoy con hojas y tallo"",5,20,96.1,1,0.3,1.8,0.1,1.7,0.8,NA,NA,NA,10.14,880,147,0,NA,NA,5.22,NA,113,NA,""B_114"""
"B_115,""Paico. Hojas de"",28,117,84.1,5.7,0.3,6.6,3.2,3.4,3.2,271,20,0.94,NA,3033,506,0.11,0.27,77.29,35.53,NA,38,144,""B_115"""
"B_116,""Pimiento verde**"",31,131,90.7,1.3,0.2,7.5,NA,NA,0.4,21,29,NA,1.1,NA,54,0.07,0.2,1.12,55,NA,NA,NA,""B_116"""
"B_117,""Rocoto molido con cáscara en agua sin sal"",17,69,93.7,0.2,0.1,5.5,4.2,1.4,0.4,10,0,0,0.03,228,38,0.05,0,0.5,1.34,NA,7,188,""B_117"""
"B_118,""Romero fresco*"",81,338,67.8,3.3,5.9,20.7,6.6,14.1,2.4,317,66,0.93,6.65,NA,146,0.04,0.15,0.91,22,0,26,668,""B_118"""
"B_119,""Tomate de palito"",44,185,86.5,1.6,0.2,10.8,NA,NA,0.9,15,19,NA,0.8,NA,NA,0.05,0.03,NA,4.9,NA,NA,NA,""B_119"""
"B_120,""Tomate redondo. con cáscara"",18,75,93.9,0.7,0.3,4.7,4,0.7,0.5,24,20,0.1,0.45,NA,42,NA,NA,NA,10.18,NA,25,139,""B_120"""
"B_121,""Tomillo seco*"",181,756,7.8,9.1,7.4,63.9,26.9,37,11.7,1890,201,6.18,123.6,NA,190,0.51,0.4,4.94,50,0,55,814,""B_121"""
"B_122,""Zapallito"",57,236,82.2,1.9,0.1,14.3,NA,NA,1.5,17,76,NA,0.4,NA,NA,0.12,0.05,NA,11,NA,NA,NA,""B_122"""
"B_123,""Zapallo avinca"",29,122,91,0.9,0.1,7.3,NA,NA,0.7,34,5,NA,0.9,NA,NA,0.03,0.01,NA,0.5,NA,NA,NA,""B_123"""
"B_124,""Zapallo criollo"",28,119,91,0.6,0.2,7.6,7.1,0.5,0.6,28,0,1.6,0.4,NA,143,NA,NA,NA,0.1,0,6,140,""B_124"""
"B_125,""Zapallo ombligo"",21,88,93.5,0.9,0.2,4.8,NA,NA,0.6,34,12,NA,0.3,NA,NA,0.01,0.02,NA,7.5,NA,NA,NA,""B_125"""
"C_1,""Abridores"",57,239,82,0.8,0.1,16.4,14.9,1.5,0.7,6,35,0.17,0.4,NA,16,0.03,0.05,1.17,27.5,NA,NA,NA,""C_1"""
"C_2,""Aceituna de botija"",298,1247,57.5,0.8,32.1,7.3,NA,NA,2.3,86,55,NA,2.4,NA,0,0.03,0.22,0.8,0,NA,NA,NA,""C_2"""
"C_3,""Aceitunas negras preparadas"",292,1224,41,2.2,22.4,30.3,27.1,3.2,4.1,67,63,0.22,7.4,NA,20,0.03,0.24,1,0,NA,NA,NA,""C_3"""
"C_4,""Airampo"",51,212,85.9,1.8,0.5,11.2,NA,NA,0.6,85,0,NA,NA,NA,NA,0.01,0.02,24,NA,NA,NA,NA,""C_4"""
"C_5,""Aguaje"",283,1184,53.6,2.3,25.1,18.1,NA,NA,0.9,74,27,NA,0.7,NA,706,0.12,0.17,0.3,0,NA,NA,NA,""C_5"""
"C_6,""Anona"",45,188,85,1.1,0.4,12.9,10.5,2.4,0.6,16,37,NA,0.2,NA,2,0.07,0.23,0.79,3.4,NA,NA,NA,""C_6"""
"C_7,""Durazno-Melocotón"",43,180,86.3,0.8,0.2,12.4,10.8,1.6,0.4,NA,NA,NA,0.59,56,9,NA,NA,NA,0.77,NA,NA,NA,""C_7"""
"C_8,""Caimito"",49,205,83.5,1.8,0.5,13.6,10.8,2.8,0.6,88,19,NA,0.2,NA,NA,0.01,0.02,24,13,NA,NA,NA,""C_8"""
"C_9,""Camu-camu"",24,100,93.3,0.5,0.1,5.9,NA,NA,0.2,28,15,NA,0.5,NA,0,0.01,0.04,0.61,2780,NA,NA,NA,""C_9"""
"C_10,""Capulí"",63,264,82.3,0.7,0.4,15.9,NA,NA,0.7,26,26,NA,0.9,NA,36,0.07,0.11,1.45,0,NA,NA,NA,""C_10"""
"C_11,""Chambiro"",118,494,75.9,1.5,7.3,14.5,NA,NA,0.8,47,59,NA,0.6,NA,0,0.08,0.23,0.2,4.2,NA,NA,NA,""C_11"""
"C_12,""Chirimoya"",72,302,75.4,1.9,0.3,21.6,17.7,4,0.8,102,50,0.3,0.29,0,0,0.09,0.16,1.62,10.36,NA,16,377,""C_12"""
"C_13,""Ciruela"",82,343,76.3,1,0.2,21.5,NA,NA,1,20,53,NA,0.9,NA,23,0.05,0.06,1.44,36.8,NA,NA,NA,""C_13"""
"C_14,""Coco"",286,1197,56.4,3.4,28.1,10.8,NA,NA,1.3,8,51,0.25,1.8,NA,1,0.02,0.05,0.58,0.9,NA,NA,NA,""C_14"""
"C_15,""Coco. agua de"",10,43,95.5,0.7,0.1,3.1,2,1.1,0.6,21,7,0.1,0,NA,0,0.03,0.01,0.08,0.8,NA,NA,NA,""C_15"""
"C_16,""Cocona"",42,176,88.5,0.9,0.7,9.2,NA,NA,0.7,16,30,NA,1.5,NA,23,0.06,0.1,2.25,4.5,NA,NA,NA,""C_16"""
"C_17,""Dátiles"",195,817,36.8,1.4,0.5,59.8,51.8,8,1.5,60,29,0.29,0.8,NA,0,0.1,0.09,0.13,2.9,NA,NA,NA,""C_17"""
"C_18,""Fresa"",34,142,89.1,0.7,0.8,8.9,6.9,2,0.5,37,28,0.14,1.2,NA,1,0.04,0.05,0.26,42,NA,NA,NA,""C_18"""
"C_19,""Granada"",66,277,80,0.5,0.1,18.3,17.7,0.6,1.1,10,38,0.12,0.3,NA,5,0.09,0.04,1.56,5.2,NA,NA,NA,""C_19"""
"C_20,""Granadilla"",51,214,82.3,2.5,2.7,11.4,5.7,5.8,1.1,17,128,NA,1.28,0,0,0.11,0.13,2.14,9.88,NA,11,338,""C_20"""
"C_21,""Granadilla. jugo enlatado de"",62,258,82,1.1,0,16.1,NA,NA,0.8,6,50,NA,0.6,NA,NA,0,0.03,NA,129.6,NA,NA,NA,""C_21"""
"C_22,""Guanábana"",44,185,84,0.9,0.2,14.3,11,3.3,0.6,38,43,0.1,0.7,NA,0,0.05,0.06,1.69,19,NA,NA,NA,""C_22"""
"C_23,""Guayaba"",37,154,83.9,0.5,0.1,14.9,9.5,5.4,0.6,18,23,0.23,0.3,NA,31,0.04,0.04,1.44,60,NA,NA,NA,""C_23"""
"C_24,""Guayaba amarilla con cáscara"",13,53,88.2,1.2,0.3,9.7,1.7,8,0.6,32,15,0.23,0.23,3,0,0.05,0.06,0.44,56.1,NA,2,195,""C_24"""
"C_25,""Guayaba rosada"",37,154,84,0.5,0.2,14.7,9.3,5.4,0.6,17,23,0.23,0.3,NA,31,0.04,0.05,1.4,9.8,NA,NA,NA,""C_25"""
"C_26,""Guayaba verde"",36,151,84.3,0.5,0.1,14.7,9.3,5.4,0.4,30,11,0.23,0,NA,31,0.04,0.06,0.66,17.7,NA,NA,NA,""C_26"""
"C_27,""Higo negro"",65,272,78,0.9,0.1,19.9,17,2.9,1.1,58,43,0.15,0.8,NA,7,0.04,0.05,0.52,2.9,NA,NA,NA,""C_27"""
"C_28,""Higo seco"",146,612,47.7,3.6,0.2,46.6,36.8,9.8,1.9,109,100,0.55,2.4,NA,10,0,0.08,0.9,3.7,NA,NA,NA,""C_28"""
"C_29,""Huito"",55,230,83.9,1.2,0.1,14,NA,NA,0.8,69,21,NA,0.5,NA,0,0.03,0.33,0.54,1.1,NA,NA,NA,""C_29"""
"C_30,""Humarí / Umari. sin pepa y sin cáscara"",163,682,62.1,1.6,8.1,27.4,25,2.4,0.9,5,30,0.5,0.72,NA,20,0.03,0.74,1.5,0.21,NA,10,211,""C_30"""
"C_31,""Kaki"",64,270,78.1,0.5,0.1,20.8,17.2,3.6,0.5,9,26,0.11,0.2,NA,81,0.05,0.03,0,6.9,NA,NA,NA,""C_31"""
"C_32,""Kumuvi"",101,423,71.9,0.7,0.6,25.9,NA,NA,0.9,16,31,NA,3.5,NA,7,0.02,0.04,0.22,2.8,NA,NA,NA,""C_32"""
"C_33,""Lima"",13,55,92.8,0.6,0.4,5.9,3.1,2.8,0.3,31,9,0.11,0.2,NA,2,0.03,0.04,0.3,36,NA,NA,NA,""C_33"""
"C_34,""Limón. jugo de"",28,119,89.3,0.5,0.2,9.7,9.3,0.4,0.3,18,14,0.05,0.5,NA,1,0.03,0.03,0.11,44.2,NA,NA,NA,""C_34"""
"C_35,""Lúcuma"",97,406,61.7,2.1,0.2,34.9,24.7,10.2,1.2,16,26,NA,0.79,1750,292,0.01,0.14,1.96,0.77,NA,NA,NA,""C_35"""
"C_36,""Lúcuma. harina de"",329,1377,9.3,4,2.4,82,NA,NA,2.3,92,186,NA,4.6,NA,NA,0.02,0.03,NA,11.6,NA,NA,NA,""C_36"""
"C_37,""Macambo. pulpa y semilla"",177,741,61.1,6.7,9.2,21.5,NA,NA,1.5,19,165,NA,1.7,NA,NA,0.95,1.05,1.2,9.2,NA,NA,NA,""C_37"""
"C_38,""Macambo. pulpa de"",44,184,88,2.1,0.8,8.3,NA,NA,0.8,NA,44,NA,0.5,NA,26,0.08,0.09,3.1,22.8,NA,NA,NA,""C_38"""
"C_39,""Mamey maduro"",27,111,88.9,0.5,0.1,9.7,6.7,3,0.8,51,46,0.1,0.4,NA,12,0.02,0.04,0.61,2,NA,NA,NA,""C_39"""
"C_40,""Mandarina"",29,121,90.1,0.6,0.3,8.6,6.8,1.8,0.4,19,17,0.07,0.3,NA,34,0.06,0.05,0.3,48.7,NA,NA,NA,""C_40"""
"C_41,""Mango"",54,225,83,0.4,0.2,15.9,14.1,1.8,0.5,17,15,0.04,0.4,NA,38,0.03,0.11,0.39,24.8,NA,NA,NA,""C_41"""
"C_42,""Manzana nacional"",50,208,84.7,0.3,0.1,14.6,13.3,1.3,0.3,5,11,0.05,1.4,NA,2,0.03,0.04,0.13,1.3,NA,NA,NA,""C_42"""
"C_43,""Maracuyá. jugo puro de"",61,256,82.3,0.9,0.1,16.1,15.9,0.2,0.6,13,30,0.06,3,NA,121,0.03,0.15,2.24,22,NA,NA,NA,""C_43"""
"C_44,""Marañón"",35,146,87.9,0.8,0.5,10.5,7.8,2.7,0.3,8,30,NA,3,NA,15,0.05,0.05,0.96,108,NA,NA,NA,""C_44"""
"C_45,""Melón"",21,86,92.9,0.5,0.1,5.8,5,0.8,0.7,13,15,0.09,0.5,NA,3,0.04,0.04,0.64,23,NA,NA,NA,""C_45"""
"C_46,""Melón enano"",20,84,94.3,0.6,0.2,4.4,NA,NA,0.5,23,3,NA,0.4,NA,6,0.02,0.06,0.38,15.3,NA,NA,NA,""C_46"""
"C_47,""Membrillo"",36,152,86.9,0.3,0.1,11.5,9.6,1.9,1.2,9,29,0.04,0.7,NA,2,0.02,0.07,0.23,12.5,NA,NA,NA,""C_47"""
"C_48,""Naranja"",31,131,88.5,0.6,0.2,10.1,7.7,2.4,0.6,23,51,0.07,0.2,NA,11,0.09,0.04,0.36,92.3,NA,NA,NA,""C_48"""
"C_49,""Naranja agria. jugo de"",32,135,90.7,0.5,0.2,8.2,8,0.2,0.4,31,9,0.07,0.2,NA,9,0.03,0.05,0.13,42,NA,NA,NA,""C_49"""
"C_50,""Naranja de Guayaquil"",31,132,88.6,0.5,0.2,10.2,7.8,2.4,0.5,37,17,0.07,0.1,NA,11,0.05,0.01,0.14,42.2,NA,NA,NA,""C_50"""
"C_51,""Naranja de Huando"",36,152,87.3,1.2,0.2,10.9,8.5,2.4,0.4,30,17,0.07,0.1,NA,11,0.06,0.02,0.29,43.9,NA,NA,NA,""C_51"""
"C_52,""Níspero"",41,170,86.5,0.3,0,12.7,11,1.7,0.5,21,16,0.05,0.3,NA,76,0.02,0.11,0.37,1.2,NA,NA,NA,""C_52"""
"C_53,""Nuzive"",138,577,70.3,2.7,7.8,17.7,NA,NA,1.5,38,113,NA,7.5,NA,9,0.23,0.15,1.08,1.7,NA,NA,NA,""C_53"""
"C_54,""Pacae o Guaba"",56,234,84.1,0.6,0.1,14.8,NA,NA,0.4,14,30,NA,0.4,NA,0,0.02,0.07,0.5,1.4,NA,NA,NA,""C_54"""
"C_55,""Palta"",130,546,79.2,1.7,12.5,5.6,NA,NA,1,30,67,0.64,0.6,NA,7,0.03,0.1,1.82,6.8,NA,NA,NA,""C_55"""
"C_56,""Pan de árbol con semilla"",117,489,63.4,4.5,1.8,29,24.1,4.9,1.3,20,255,0.12,0.9,NA,0,0.22,0.09,2.6,6.6,NA,NA,NA,""C_56"""
"C_57,""Pan de árbol sin semilla"",30,124,86.4,1.6,0.5,10.5,5.6,4.9,1,71,37,0.12,2.8,NA,0,0.07,0.08,0.78,2.1,NA,NA,NA,""C_57"""
"C_58,""Pan-Meo"",78,326,78,1.3,0.2,19.9,NA,NA,0.6,21,21,NA,NA,NA,NA,0.07,0.09,0.66,1.4,NA,NA,NA,""C_58"""
"C_59,""Papaya"",25,106,90.8,0.4,0.1,8.2,6.4,1.8,0.5,23,14,0.07,0.3,NA,55,0.03,0.07,0.41,47.7,NA,NA,NA,""C_59"""
"C_60,""Pasa sin pepa"",228,953,31.6,2.4,0.4,63.8,60.1,3.7,1.8,64,91,0.22,3.7,NA,0,0.12,0.13,0.37,2.3,NA,NA,NA,""C_60"""
"C_61,""Pepino dulce"",26,109,92.3,0.3,0,7,NA,NA,0.4,30,10,NA,0.3,NA,28,0.04,0.05,0.58,29.7,NA,NA,NA,""C_61"""
"C_62,""Pera chilena"",38,160,86,0.3,0.1,13.2,10.1,3.1,0.4,4,16,0.1,0.3,NA,1,0.02,0.04,0.24,1.9,NA,NA,NA,""C_62"""
"C_63,""Pera de agua"",42,176,85.8,0.4,0.6,13,9.9,3.1,0.2,7,5,0.1,0.1,NA,1,0.02,0.06,0.16,6.5,NA,NA,NA,""C_63"""
"C_64,""Pera nacional"",55,230,84.7,0.4,0.2,14.5,NA,NA,0.2,2,6,NA,0.3,NA,0,0.02,0.05,0.16,2.5,NA,NA,NA,""C_64"""
"C_65,""Pera perilla"",58,243,84.2,0.6,0.5,14.4,NA,NA,0.3,10,18,NA,0.5,NA,0,0.03,0.05,0.44,3.6,NA,NA,NA,""C_65"""
"C_66,""Pero"",50,211,85.4,0.4,0.7,13.3,12,1.3,0.2,6,9,0.05,0.3,NA,2,0.05,0.07,0.11,2.8,NA,NA,NA,""C_66"""
"C_67,""Pijuayo"",184,770,52.3,2.8,3.2,41,NA,NA,0.7,27,47,NA,1,NA,140,0.05,0.28,1.38,22.6,NA,NA,NA,""C_67"""
"C_68,""Pijuayo sancochado. sin cáscara y sin pepas"",120,501,52.2,2.1,4,41,22.1,19,0.7,23,20,0.98,0.65,NA,108,0.11,0.2,2.49,12.79,NA,10,215,""C_68"""
"C_69,""Piña"",33,139,89.3,0.4,0.2,9.8,8.4,1.4,0.3,10,5,0.1,0.4,NA,3,0.04,0.06,0.27,19.9,NA,NA,NA,""C_69"""
"C_70,""Plátano de isla"",75,314,74.2,1.2,0.1,21.6,19.5,2.2,2.9,9,20,0.13,0.3,427,71,0.07,0.07,0.47,0,NA,15,388,""C_70"""
"C_71,""Plátano de seda"",74,309,76.2,1.5,0.3,21,18.4,2.6,1,5,27,0.15,0.6,NA,3,0.03,0.05,0.79,4.3,NA,NA,NA,""C_71"""
"C_72,""Plátano guineo"",111,465,65.9,1.4,0.2,31.7,29.1,2.6,0.8,10,23,0.15,0.6,NA,3,0.02,0.08,0.53,1.1,NA,NA,NA,""C_72"""
"C_73,""Plátano manzano"",80,336,74.3,1.1,0.2,23.4,20.8,2.6,1,6,47,0.15,0.8,NA,3,0.04,0.16,0.6,7.3,NA,NA,NA,""C_73"""
"C_74,""Plátano. harina de"",302,1265,14,4,0.4,79.3,NA,NA,2.3,29,104,0.81,4.62,NA,12,0.11,0.12,1.57,0.68,NA,NA,NA,""C_74"""
"C_75,""Plátano maduro"",103,431,68.1,1.2,0.2,29.6,27,2.6,0.9,0,37,0.15,0.4,NA,3,0.06,0.06,0.5,5.6,NA,NA,NA,""C_75"""
"C_76,""Plátano morado"",97,405,69.8,1,0.2,28.1,25.5,2.6,0.9,42,17,0.15,0.3,NA,3,NA,0.25,0.68,2.3,NA,NA,NA,""C_76"""
"C_77,""Plátano seco (orejón)"",232,972,24.5,3.7,1.2,68.2,58.3,9.9,2.4,26,84,0.61,NA,NA,12,0.05,0.18,1.4,1.8,NA,NA,NA,""C_77"""
"C_78,""Plátano verde"",144,602,57,1,0.2,40.9,38.6,2.3,0.9,8,43,0.14,0.5,NA,56,0.09,0.14,0.62,10.4,NA,NA,NA,""C_78"""
"C_79,""Plátano verde asado"",243,1018,29.1,1.5,0.2,68,65.7,2.3,1.2,10,80,0.13,0.8,NA,45,0.11,0.22,0.9,1.4,NA,NA,NA,""C_79"""
"C_80,""Plátano verde sancochado"",129,540,61.6,0.7,0.3,36.8,34.5,2.3,0.6,10,35,0.13,0.7,NA,45,0.06,0.17,0.53,3.4,NA,NA,NA,""C_80"""
"C_81,""Pomarosa"",33,138,90.7,0.5,0.4,7.9,NA,NA,0.5,10,9,0.06,0.2,NA,17,2,0.02,0.05,20.4,NA,NA,NA,""C_81"""
"C_82,""Purunkari"",151,632,58.1,2.7,1.4,36.3,NA,NA,1.5,96,39,NA,2.8,NA,10,0.03,0.06,1.46,5.6,NA,NA,NA,""C_82"""
"C_83,""Sandia"",23,96,93,0.7,0.1,5.9,5.5,0.4,0.3,6,5,0.1,0.3,NA,28,0.06,0.04,0.18,3,NA,NA,NA,""C_83"""
"C_84,""Shiwawaco (semilla)"",249,1041,39,6.6,7.5,45.5,NA,NA,1.4,45,179,NA,2.7,NA,NA,0.02,0.08,1.07,10.6,NA,NA,NA,""C_84"""
"C_85,""Tamarindo"",221,925,31.4,2.8,0.6,62.5,57.4,5.1,2.7,74,113,0.1,1,NA,2,0.43,0.15,1.94,3.5,NA,NA,NA,""C_85"""
"C_86,""Mango ciruelo (taperibá)"",56,234,84.5,0.6,0.3,14.2,NA,NA,0.4,39,27,NA,0.7,NA,0,0.05,0.19,0.67,5.9,NA,NA,NA,""C_86"""
"C_87,""Toronja"",33,138,89.8,0.6,0.4,8.8,7.7,1.1,0.4,34,16,0.07,2,NA,46,NA,0.01,0.2,50.6,NA,NA,NA,""C_87"""
"C_88,""Tumbo costeño"",22,92,93.3,0.4,0,5.8,NA,NA,0.5,11,15,NA,0.4,NA,6,0.01,0.04,0.47,34.4,NA,NA,NA,""C_88"""
"C_89,""Tumbo serrano sin cáscara"",37,153,84.5,2.1,0.4,12.1,7.4,4.8,1,8,34,NA,0.28,12,2,0.02,0.11,4.56,159.94,NA,4,447,""C_89"""
"C_90,""Tuna"",46,194,82.3,0.8,0,15.4,12.1,3.3,1.5,16,26,0.12,0.3,NA,2,0.01,0.04,0.36,19.5,NA,NA,NA,""C_90"""
"C_91,""Tuna roja"",36,150,86.2,1.3,0.2,12.1,8.3,3.8,0.2,136,20,0.26,0.17,0,0,0.01,0.04,0.42,33.66,NA,33,143,""C_91"""
"C_92,""Ungurauy"",307,1284,41.7,2.8,21.1,33.6,NA,NA,0.8,65,16,NA,0.9,NA,8,0.06,0.68,NA,0,NA,NA,NA,""C_92"""
"C_93,""Uva blanca"",40,168,87.8,0.3,0.2,11.3,10.4,0.9,0.4,5,20,0.07,0.8,NA,3,0.03,0.03,0.11,1.4,NA,NA,NA,""C_93"""
"C_94,""Uva borgoña"",79,330,77,0.9,0.3,21.3,20.4,0.9,0.5,18,32,0.07,1.1,NA,3,0.01,0.13,0.32,4.7,NA,NA,NA,""C_94"""
"C_95,""Uva italia"",63,262,81.1,0.4,0.1,17.7,16.8,0.9,0.7,19,28,0.07,0.5,NA,3,0.03,0.1,0.24,2.8,NA,NA,NA,""C_95"""
"C_96,""Uva negra"",63,265,81.2,0.2,0.1,18.1,17.2,0.9,0.4,6,20,0.07,2.2,NA,3,0.05,0.04,0.15,2.2,NA,NA,NA,""C_96"""
"C_97,""Uva quebranta"",66,276,81.4,0.5,0.1,17.7,NA,NA,0.3,14,11,NA,0.4,NA,0,0.05,0.07,0.11,0.7,NA,NA,NA,""C_97"""
"C_98,""Uvilla"",64,268,82.4,0.3,0.3,16.7,NA,NA,0.3,34,10,NA,0.6,NA,0,0,0.22,0.3,0.6,NA,NA,NA,""C_98"""
"C_99,""Zapote"",73,305,79.7,0.9,0.3,18.8,NA,NA,0.7,10,20,0.15,0.24,NA,130,0.02,0.09,1.42,0.21,NA,21,160,""C_99"""
"C_100,""Aguaymanto"",51,213,79.8,1.9,0,17.3,12.4,4.9,1,11,38,0.4,1.24,2640,440,NA,NA,NA,43.3,NA,NA,293,""C_100"""
"C_101,""Blanquillo"",47,198,84.8,1,0.3,13.3,11.6,1.8,0.6,NA,NA,NA,1.06,0,0,NA,NA,NA,0.77,NA,NA,NA,""C_101"""
"C_102,""Carambola"",23,98,91.7,1,0.5,6.5,4.5,2,0.3,5,9,0.12,1.16,30,5,0.04,0.08,NA,22.67,NA,11,56,""C_102"""
"C_103,""Carambola. refresco cocido de"",6,27,98.5,0.2,0.3,0.9,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,NA,NA,NA,""C_103"""
"C_104,""Carambola. refresco natural de"",5,21,98.9,0.2,0.3,0.6,0.5,0,0.1,0,0,0,0.02,1,0,0,0,NA,5.67,NA,0,1,""C_104"""
"C_105,""Coco rallado"",596,2494,3.9,7.4,66.8,19.5,3.3,16.2,2.4,23,170,NA,NA,NA,NA,NA,NA,2.1,NA,NA,101,688,""C_105"""
"C_106,""Cocona. jugo natural de"",0,1,NA,NA,NA,0.8,0.1,0.7,NA,9,0,NA,0.72,NA,NA,NA,NA,NA,0,NA,23,NA,""C_106"""
"C_107,""Durazno. néctar envasado"",6,24,96.8,0,0,3.1,1.4,1.7,0.1,NA,NA,NA,0.05,NA,NA,NA,NA,NA,5.35,NA,7,37,""C_107"""
"C_108,""Granadilla. jugo natural"",25,103,90.3,1.1,0.2,7.3,5.4,1.9,1.1,6,42,NA,0.42,0,0,0.04,0.04,0.71,11.25,NA,4,112,""C_108"""
"C_109,""Guindón*"",215,899,30.9,2.2,0.4,63.9,56.8,7.1,2.6,43,69,0.44,0.93,NA,39,0.05,0.19,1.88,1,0,2,732,""C_109"""
"C_110,""Kiwi. sin cáscara"",39,161,85.6,2.9,0.3,10.6,7.3,3.2,0.6,51,30,0.17,0.37,14,2,0.04,0.03,0.6,86.76,0,21,220,""C_110"""
"C_111,""Limón dulce. sin cáscara"",20,83,90.7,1.4,0.4,7.1,4.8,2.3,0.4,30,0,0.31,0.17,NA,0,0.03,0.02,0.2,29.46,NA,16,66,""C_111"""
"C_112,""Limón. néctar envasado"",57,237,85.7,0,0,14.2,14.1,0.1,0.1,NA,NA,NA,0.01,NA,NA,NA,NA,NA,8.66,NA,19,18,""C_112"""
"C_113,""Mango. néctar envasado"",44,185,87.4,0,0,12.5,11,1.5,0.1,NA,NA,NA,0.03,NA,NA,NA,NA,NA,0.94,NA,26,15,""C_113"""
"C_114,""Manzana chilena verde con cáscara"",38,158,87.5,0.2,0.3,11.4,9.7,1.8,0.6,NA,NA,NA,0.83,0,0,NA,NA,NA,0.23,NA,NA,NA,""C_114"""
"C_115,""Manzana delicia “helada” con cáscara"",47,195,83.5,0.2,0.1,16,12.6,3.4,0.3,NA,NA,NA,0.82,2,0,NA,NA,NA,0.31,NA,NA,NA,""C_115"""
"C_116,""Manzana delicia roja con cáscara"",52,216,82.9,0.3,0.1,16.5,14,2.6,0.3,NA,NA,NA,0.3,15,3,NA,NA,NA,0.26,NA,NA,NA,""C_116"""
"C_117,""Manzana israel con cáscara"",40,165,86.5,0.4,0.1,12.9,10.5,2.4,0.2,NA,NA,NA,0.41,8,1,NA,NA,NA,0.3,NA,NA,NA,""C_117"""
"C_118,""Manzana. jugo natural. envasado"",43,180,NA,NA,NA,11,10.7,0.3,NA,13,20,NA,0.49,NA,NA,NA,NA,NA,0,NA,13,NA,""C_118"""
"C_119,""Manzana. néctar envasado"",38,160,90.3,0,0,9.5,9.5,0.1,0.1,NA,NA,NA,0.02,NA,NA,NA,NA,NA,13.53,NA,37,29,""C_119"""
"C_120,""Manzana pero con cáscara (para agua)"",31,130,85.6,0.3,0.1,13.8,8.3,5.5,0.3,NA,NA,NA,0.51,2,0,NA,NA,NA,0.31,NA,NA,NA,""C_120"""
"C_121,""Manzana santa rosa (golden) con cáscara"",53,221,82.3,0.2,0.1,17.3,14.4,2.8,0.2,NA,NA,NA,0.43,11,2,NA,NA,NA,1.02,NA,NA,NA,""C_121"""
"C_122,""Manzana winter con cáscara"",44,186,84.4,0.3,0.1,15,12,3.1,0.2,NA,NA,NA,0.27,4,1,NA,NA,NA,0.36,NA,NA,NA,""C_122"""
"C_123,""Maracuyá. jugo natural. envasado"",35,145,NA,NA,NA,10,8.7,1.4,NA,11,0,NA,0.2,NA,NA,NA,NA,NA,0,NA,11,NA,""C_123"""
"C_124,""Maracuyá. néctar envasado"",9,37,97.6,0,0,2.3,2.1,0.2,0.1,NA,NA,NA,0.02,NA,NA,NA,NA,NA,24.05,NA,27,15,""C_124"""
"C_125,""Naranja. bebida envasada"",56,235,85.2,0,0,14.7,14,0.7,0.1,NA,NA,NA,0.02,NA,NA,NA,NA,NA,52.25,NA,9,46,""C_125"""
"C_126,""Naranja. jugo natural. envasado"",16,69,NA,NA,NA,5,4.1,0.9,NA,10,0,NA,0.11,NA,NA,NA,NA,NA,72.94,NA,7,NA,""C_126"""
"C_127,""Naranja. néctar envasado"",43,179,NA,NA,NA,12.3,10.7,1.6,NA,6,0,NA,0.38,NA,NA,NA,NA,NA,17.92,NA,29,NA,""C_127"""
"C_128,""Naranja tangelo"",24,98,91,1,0.2,7.4,5.2,2.2,0.4,NA,NA,NA,0.63,38,6,NA,NA,NA,11.74,NA,NA,NA,""C_128"""
"C_129,""Naranja tangelo. jugo natural"",16,69,93,0.7,0.2,5.9,3.5,2.4,0.3,NA,NA,NA,0.26,22,4,NA,NA,NA,9.16,NA,NA,NA,""C_129"""
"C_130,""Naranjilla*"",28,117,91.8,0.7,0.1,6.8,NA,NA,0.6,8,14,NA,0.4,NA,NA,0.06,0.04,1.5,65,NA,4,294,""C_130"""
"C_131,""Palta “fuerte”"",104,436,69.7,1.9,8.9,17.1,6.5,10.6,2.4,11,60,0.63,0.49,75,13,0.07,0.13,1.74,3.82,0,21,430,""C_131"""
"C_132,""Papaya arequipeña"",17,72,94.4,1,0.3,3.7,3.3,0.5,0.7,NA,NA,NA,0.3,0,0,NA,NA,NA,34.45,NA,1,326,""C_132"""
"C_133,""Pera. néctar envasado"",46,192,88.5,0,0,11.5,11.4,0,0.1,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.81,NA,25,6,""C_133"""
"C_134,""Piña. bebida envasada"",29,121,91.7,0,0,8.3,7.2,1.1,0,NA,NA,NA,0.01,NA,NA,NA,NA,NA,33.87,NA,7,5,""C_134"""
"C_135,""Plátano “bellaco”"",102,427,67.5,1.3,0.1,29.5,26.9,2.6,1.6,8,20,0.06,0.38,377,63,0.05,NA,0.83,0,NA,15,359,""C_135"""
